"","geo","date","hits_Weather","State","Abrev","FIPS","year","month","hits_Forecast","hits_Temperature","hits_NOAA","hits_Dogs","hits_Headache"
"4645","US-NE",2015-01-01,53,"Nebraska","NE",31,"2015","01",63,81,17,58,42
"4646","US-NE",2015-02-01,67,"Nebraska","NE",31,"2015","02",87,79,32,72,61
"4647","US-NE",2015-03-01,55,"Nebraska","NE",31,"2015","03",59,71,18,84,48
"4648","US-NE",2015-04-01,66,"Nebraska","NE",31,"2015","04",64,56,31,78,45
"4649","US-NE",2015-05-01,95,"Nebraska","NE",31,"2015","05",80,58,53,72,32
"4650","US-NE",2015-06-01,75,"Nebraska","NE",31,"2015","06",72,46,42,71,35
"4651","US-NE",2015-07-01,57,"Nebraska","NE",31,"2015","07",44,58,26,96,39
"4652","US-NE",2015-08-01,58,"Nebraska","NE",31,"2015","08",48,51,36,65,50
"4653","US-NE",2015-09-01,53,"Nebraska","NE",31,"2015","09",50,60,15,72,49
"4654","US-NE",2015-10-01,48,"Nebraska","NE",31,"2015","10",48,69,9,68,44
"4655","US-NE",2015-11-01,73,"Nebraska","NE",31,"2015","11",74,67,42,83,51
"4656","US-NE",2015-12-01,62,"Nebraska","NE",31,"2015","12",60,65,26,77,54
"4657","US-NE",2016-01-01,69,"Nebraska","NE",31,"2016","01",79,100,28,78,66
"4658","US-NE",2016-02-01,72,"Nebraska","NE",31,"2016","02",82,51,18,67,39
"4659","US-NE",2016-03-01,65,"Nebraska","NE",31,"2016","03",59,75,24,74,50
"4660","US-NE",2016-04-01,75,"Nebraska","NE",31,"2016","04",65,67,27,59,58
"4661","US-NE",2016-05-01,90,"Nebraska","NE",31,"2016","05",74,55,45,76,48
"4662","US-NE",2016-06-01,60,"Nebraska","NE",31,"2016","06",45,58,36,82,44
"4663","US-NE",2016-07-01,70,"Nebraska","NE",31,"2016","07",76,39,34,98,72
"4664","US-NE",2016-08-01,62,"Nebraska","NE",31,"2016","08",49,49,35,88,31
"4665","US-NE",2016-09-01,58,"Nebraska","NE",31,"2016","09",54,59,21,80,38
"4666","US-NE",2016-10-01,52,"Nebraska","NE",31,"2016","10",51,55,17,69,37
"4667","US-NE",2016-11-01,46,"Nebraska","NE",31,"2016","11",42,65,7,83,45
"4668","US-NE",2016-12-01,66,"Nebraska","NE",31,"2016","12",69,100,19,79,47
"4669","US-NE",2017-01-01,77,"Nebraska","NE",31,"2017","01",68,78,23,87,59
"4670","US-NE",2017-02-01,57,"Nebraska","NE",31,"2017","02",52,79,22,77,56
"4671","US-NE",2017-03-01,67,"Nebraska","NE",31,"2017","03",68,68,20,93,36
"4672","US-NE",2017-04-01,72,"Nebraska","NE",31,"2017","04",57,65,28,90,50
"4673","US-NE",2017-05-01,86,"Nebraska","NE",31,"2017","05",75,57,30,97,48
"4674","US-NE",2017-06-01,78,"Nebraska","NE",31,"2017","06",68,55,33,89,43
"4675","US-NE",2017-07-01,64,"Nebraska","NE",31,"2017","07",50,59,36,97,43
"4676","US-NE",2017-08-01,64,"Nebraska","NE",31,"2017","08",56,47,41,83,67
"4677","US-NE",2017-09-01,54,"Nebraska","NE",31,"2017","09",54,52,32,67,43
"4678","US-NE",2017-10-01,74,"Nebraska","NE",31,"2017","10",63,69,28,79,71
"4679","US-NE",2017-11-01,43,"Nebraska","NE",31,"2017","11",48,77,10,85,77
"4680","US-NE",2017-12-01,63,"Nebraska","NE",31,"2017","12",53,84,16,74,55
"4681","US-NH",2005-01-01,30,"New Hampshire","NH",33,"2005","01",51,100,34,54,0
"4682","US-NH",2005-02-01,24,"New Hampshire","NH",33,"2005","02",9,12,37,19,0
"4683","US-NH",2005-03-01,30,"New Hampshire","NH",33,"2005","03",23,30,47,60,40
"4684","US-NH",2005-04-01,13,"New Hampshire","NH",33,"2005","04",9,35,0,76,46
"4685","US-NH",2005-05-01,19,"New Hampshire","NH",33,"2005","05",7,38,45,36,0
"4686","US-NH",2005-06-01,27,"New Hampshire","NH",33,"2005","06",16,0,33,40,0
"4687","US-NH",2005-07-01,29,"New Hampshire","NH",33,"2005","07",15,20,32,71,0
"4688","US-NH",2005-08-01,25,"New Hampshire","NH",33,"2005","08",15,28,30,51,38
"4689","US-NH",2005-09-01,20,"New Hampshire","NH",33,"2005","09",7,9,13,61,0
"4690","US-NH",2005-10-01,36,"New Hampshire","NH",33,"2005","10",12,54,24,55,63
"4691","US-NH",2005-11-01,23,"New Hampshire","NH",33,"2005","11",12,55,12,30,0
"4692","US-NH",2005-12-01,25,"New Hampshire","NH",33,"2005","12",23,23,36,29,0
"4693","US-NH",2006-01-01,34,"New Hampshire","NH",33,"2006","01",21,62,32,60,0
"4694","US-NH",2006-02-01,22,"New Hampshire","NH",33,"2006","02",16,43,11,70,28
"4695","US-NH",2006-03-01,20,"New Hampshire","NH",33,"2006","03",15,51,10,66,0
"4696","US-NH",2006-04-01,23,"New Hampshire","NH",33,"2006","04",15,40,11,25,28
"4697","US-NH",2006-05-01,32,"New Hampshire","NH",33,"2006","05",24,12,29,37,25
"4698","US-NH",2006-06-01,33,"New Hampshire","NH",33,"2006","06",31,27,11,18,0
"4699","US-NH",2006-07-01,26,"New Hampshire","NH",33,"2006","07",21,27,11,70,27
"4700","US-NH",2006-08-01,33,"New Hampshire","NH",33,"2006","08",10,44,20,31,50
"4701","US-NH",2006-09-01,27,"New Hampshire","NH",33,"2006","09",23,12,75,52,24
"4702","US-NH",2006-10-01,28,"New Hampshire","NH",33,"2006","10",37,27,8,58,22
"4703","US-NH",2006-11-01,20,"New Hampshire","NH",33,"2006","11",13,39,17,33,0
"4704","US-NH",2006-12-01,32,"New Hampshire","NH",33,"2006","12",14,12,27,45,0
"4705","US-NH",2007-01-01,33,"New Hampshire","NH",33,"2007","01",8,16,25,67,22
"4706","US-NH",2007-02-01,47,"New Hampshire","NH",33,"2007","02",43,45,44,67,0
"4707","US-NH",2007-03-01,38,"New Hampshire","NH",33,"2007","03",16,41,24,44,20
"4708","US-NH",2007-04-01,46,"New Hampshire","NH",33,"2007","04",32,36,64,36,21
"4709","US-NH",2007-05-01,26,"New Hampshire","NH",33,"2007","05",34,29,15,48,19
"4710","US-NH",2007-06-01,40,"New Hampshire","NH",33,"2007","06",13,39,81,61,23
"4711","US-NH",2007-07-01,34,"New Hampshire","NH",33,"2007","07",12,21,41,65,21
"4712","US-NH",2007-08-01,36,"New Hampshire","NH",33,"2007","08",19,20,62,68,60
"4713","US-NH",2007-09-01,32,"New Hampshire","NH",33,"2007","09",26,19,23,69,0
"4714","US-NH",2007-10-01,23,"New Hampshire","NH",33,"2007","10",26,30,27,56,0
"4715","US-NH",2007-11-01,33,"New Hampshire","NH",33,"2007","11",20,35,34,47,35
"4716","US-NH",2007-12-01,57,"New Hampshire","NH",33,"2007","12",35,32,100,44,18
"4717","US-NH",2008-01-01,37,"New Hampshire","NH",33,"2008","01",28,41,45,42,100
"4718","US-NH",2008-02-01,49,"New Hampshire","NH",33,"2008","02",23,51,61,51,17
"4719","US-NH",2008-03-01,38,"New Hampshire","NH",33,"2008","03",15,60,25,48,32
"4720","US-NH",2008-04-01,32,"New Hampshire","NH",33,"2008","04",15,28,13,39,32
"4721","US-NH",2008-05-01,42,"New Hampshire","NH",33,"2008","05",22,37,32,46,16
"4722","US-NH",2008-06-01,51,"New Hampshire","NH",33,"2008","06",28,49,49,51,18
"4723","US-NH",2008-07-01,53,"New Hampshire","NH",33,"2008","07",37,69,48,47,18
"4724","US-NH",2008-08-01,43,"New Hampshire","NH",33,"2008","08",20,22,74,38,0
"4725","US-NH",2008-09-01,37,"New Hampshire","NH",33,"2008","09",60,23,50,57,16
"4726","US-NH",2008-10-01,29,"New Hampshire","NH",33,"2008","10",25,28,39,39,29
"4727","US-NH",2008-11-01,23,"New Hampshire","NH",33,"2008","11",23,27,24,43,46
"4728","US-NH",2008-12-01,52,"New Hampshire","NH",33,"2008","12",31,52,56,46,64
"4729","US-NH",2009-01-01,43,"New Hampshire","NH",33,"2009","01",28,51,45,59,0
"4730","US-NH",2009-02-01,35,"New Hampshire","NH",33,"2009","02",37,38,35,49,30
"4731","US-NH",2009-03-01,32,"New Hampshire","NH",33,"2009","03",21,47,26,47,27
"4732","US-NH",2009-04-01,36,"New Hampshire","NH",33,"2009","04",24,49,16,47,0
"4733","US-NH",2009-05-01,37,"New Hampshire","NH",33,"2009","05",40,41,11,81,42
"4734","US-NH",2009-06-01,41,"New Hampshire","NH",33,"2009","06",54,32,78,56,43
"4735","US-NH",2009-07-01,53,"New Hampshire","NH",33,"2009","07",55,43,22,58,0
"4736","US-NH",2009-08-01,47,"New Hampshire","NH",33,"2009","08",61,25,90,57,43
"4737","US-NH",2009-09-01,29,"New Hampshire","NH",33,"2009","09",38,26,21,36,81
"4738","US-NH",2009-10-01,31,"New Hampshire","NH",33,"2009","10",28,24,24,45,25
"4739","US-NH",2009-11-01,21,"New Hampshire","NH",33,"2009","11",24,38,51,48,26
"4740","US-NH",2009-12-01,46,"New Hampshire","NH",33,"2009","12",41,50,20,47,38
"4741","US-NH",2010-01-01,37,"New Hampshire","NH",33,"2010","01",37,37,33,55,37
"4742","US-NH",2010-02-01,45,"New Hampshire","NH",33,"2010","02",47,42,35,52,26
"4743","US-NH",2010-03-01,28,"New Hampshire","NH",33,"2010","03",18,20,23,77,82
"4744","US-NH",2010-04-01,38,"New Hampshire","NH",33,"2010","04",37,48,33,56,36
"4745","US-NH",2010-05-01,41,"New Hampshire","NH",33,"2010","05",27,29,60,71,26
"4746","US-NH",2010-06-01,52,"New Hampshire","NH",33,"2010","06",52,7,48,48,54
"4747","US-NH",2010-07-01,53,"New Hampshire","NH",33,"2010","07",63,55,30,74,26
"4748","US-NH",2010-08-01,38,"New Hampshire","NH",33,"2010","08",67,16,49,63,50
"4749","US-NH",2010-09-01,45,"New Hampshire","NH",33,"2010","09",36,59,65,52,84
"4750","US-NH",2010-10-01,33,"New Hampshire","NH",33,"2010","10",38,41,39,61,56
"4751","US-NH",2010-11-01,34,"New Hampshire","NH",33,"2010","11",37,23,22,44,23
"4752","US-NH",2010-12-01,55,"New Hampshire","NH",33,"2010","12",55,45,49,59,80
"4753","US-NH",2011-01-01,77,"New Hampshire","NH",33,"2011","01",71,63,78,43,31
"4754","US-NH",2011-02-01,62,"New Hampshire","NH",33,"2011","02",68,41,88,50,47
"4755","US-NH",2011-03-01,40,"New Hampshire","NH",33,"2011","03",29,39,42,55,49
"4756","US-NH",2011-04-01,39,"New Hampshire","NH",33,"2011","04",26,47,40,66,51
"4757","US-NH",2011-05-01,47,"New Hampshire","NH",33,"2011","05",40,34,39,71,38
"4758","US-NH",2011-06-01,58,"New Hampshire","NH",33,"2011","06",55,43,48,71,39
"4759","US-NH",2011-07-01,49,"New Hampshire","NH",33,"2011","07",39,48,33,76,13
"4760","US-NH",2011-08-01,63,"New Hampshire","NH",33,"2011","08",61,27,67,52,42
"4761","US-NH",2011-09-01,43,"New Hampshire","NH",33,"2011","09",38,37,26,55,24
"4762","US-NH",2011-10-01,43,"New Hampshire","NH",33,"2011","10",43,46,43,59,53
"4763","US-NH",2011-11-01,30,"New Hampshire","NH",33,"2011","11",19,49,21,56,83
"4764","US-NH",2011-12-01,34,"New Hampshire","NH",33,"2011","12",22,44,42,58,23
"4765","US-NH",2012-01-01,47,"New Hampshire","NH",33,"2012","01",31,54,62,62,36
"4766","US-NH",2012-02-01,43,"New Hampshire","NH",33,"2012","02",34,45,60,69,38
"4767","US-NH",2012-03-01,42,"New Hampshire","NH",33,"2012","03",38,30,19,67,54
"4768","US-NH",2012-04-01,39,"New Hampshire","NH",33,"2012","04",42,62,41,69,39
"4769","US-NH",2012-05-01,43,"New Hampshire","NH",33,"2012","05",41,50,38,69,43
"4770","US-NH",2012-06-01,51,"New Hampshire","NH",33,"2012","06",46,31,61,67,6
"4771","US-NH",2012-07-01,49,"New Hampshire","NH",33,"2012","07",57,40,34,71,54
"4772","US-NH",2012-08-01,44,"New Hampshire","NH",33,"2012","08",44,26,43,82,37
"4773","US-NH",2012-09-01,43,"New Hampshire","NH",33,"2012","09",45,47,23,57,48
"4774","US-NH",2012-10-01,56,"New Hampshire","NH",33,"2012","10",40,37,97,48,29
"4775","US-NH",2012-11-01,31,"New Hampshire","NH",33,"2012","11",23,56,26,70,63
"4776","US-NH",2012-12-01,51,"New Hampshire","NH",33,"2012","12",33,65,62,64,40
"4777","US-NH",2013-01-01,45,"New Hampshire","NH",33,"2013","01",25,61,78,65,64
"4778","US-NH",2013-02-01,71,"New Hampshire","NH",33,"2013","02",67,42,71,59,29
"4779","US-NH",2013-03-01,46,"New Hampshire","NH",33,"2013","03",33,39,43,66,61
"4780","US-NH",2013-04-01,39,"New Hampshire","NH",33,"2013","04",39,47,30,73,41
"4781","US-NH",2013-05-01,49,"New Hampshire","NH",33,"2013","05",38,55,49,64,18
"4782","US-NH",2013-06-01,62,"New Hampshire","NH",33,"2013","06",53,61,55,69,63
"4783","US-NH",2013-07-01,59,"New Hampshire","NH",33,"2013","07",46,48,38,72,61
"4784","US-NH",2013-08-01,44,"New Hampshire","NH",33,"2013","08",37,34,47,65,50
"4785","US-NH",2013-09-01,45,"New Hampshire","NH",33,"2013","09",34,43,41,73,40
"4786","US-NH",2013-10-01,36,"New Hampshire","NH",33,"2013","10",32,45,33,66,59
"4787","US-NH",2013-11-01,38,"New Hampshire","NH",33,"2013","11",31,53,40,67,30
"4788","US-NH",2013-12-01,63,"New Hampshire","NH",33,"2013","12",56,52,90,67,25
"4789","US-NH",2014-01-01,69,"New Hampshire","NH",33,"2014","01",66,85,71,51,53
"4790","US-NH",2014-02-01,78,"New Hampshire","NH",33,"2014","02",73,44,62,67,29
"4791","US-NH",2014-03-01,58,"New Hampshire","NH",33,"2014","03",41,52,57,61,63
"4792","US-NH",2014-04-01,45,"New Hampshire","NH",33,"2014","04",38,55,46,81,74
"4793","US-NH",2014-05-01,55,"New Hampshire","NH",33,"2014","05",46,38,47,66,53
"4794","US-NH",2014-06-01,46,"New Hampshire","NH",33,"2014","06",54,49,56,71,26
"4795","US-NH",2014-07-01,64,"New Hampshire","NH",33,"2014","07",59,55,74,82,40
"4796","US-NH",2014-08-01,48,"New Hampshire","NH",33,"2014","08",61,44,43,80,21
"4797","US-NH",2014-09-01,49,"New Hampshire","NH",33,"2014","09",38,32,33,63,70
"4798","US-NH",2014-10-01,44,"New Hampshire","NH",33,"2014","10",24,64,37,61,57
"4799","US-NH",2014-11-01,49,"New Hampshire","NH",33,"2014","11",50,56,54,57,51
"4800","US-NH",2014-12-01,48,"New Hampshire","NH",33,"2014","12",41,84,47,77,40
"4801","US-NH",2015-01-01,78,"New Hampshire","NH",33,"2015","01",58,83,70,62,70
"4802","US-NH",2015-02-01,100,"New Hampshire","NH",33,"2015","02",100,81,87,66,43
"4803","US-NH",2015-03-01,48,"New Hampshire","NH",33,"2015","03",34,81,43,81,60
"4804","US-NH",2015-04-01,46,"New Hampshire","NH",33,"2015","04",33,63,41,64,64
"4805","US-NH",2015-05-01,50,"New Hampshire","NH",33,"2015","05",50,65,37,74,61
"4806","US-NH",2015-06-01,62,"New Hampshire","NH",33,"2015","06",54,53,28,84,55
"4807","US-NH",2015-07-01,60,"New Hampshire","NH",33,"2015","07",64,61,55,90,76
"4808","US-NH",2015-08-01,58,"New Hampshire","NH",33,"2015","08",45,52,36,91,49
"4809","US-NH",2015-09-01,49,"New Hampshire","NH",33,"2015","09",30,61,33,83,69
"4810","US-NH",2015-10-01,46,"New Hampshire","NH",33,"2015","10",47,79,29,83,40
"4811","US-NH",2015-11-01,33,"New Hampshire","NH",33,"2015","11",26,95,24,79,41
"4812","US-NH",2015-12-01,51,"New Hampshire","NH",33,"2015","12",46,48,31,64,60
"4813","US-NH",2016-01-01,59,"New Hampshire","NH",33,"2016","01",67,79,42,79,71
"4814","US-NH",2016-02-01,70,"New Hampshire","NH",33,"2016","02",67,55,46,70,53
"4815","US-NH",2016-03-01,59,"New Hampshire","NH",33,"2016","03",42,62,30,78,55
"4816","US-NH",2016-04-01,55,"New Hampshire","NH",33,"2016","04",37,63,27,76,50
"4817","US-NH",2016-05-01,64,"New Hampshire","NH",33,"2016","05",51,56,35,78,29
"4818","US-NH",2016-06-01,65,"New Hampshire","NH",33,"2016","06",54,45,22,90,55
"4819","US-NH",2016-07-01,77,"New Hampshire","NH",33,"2016","07",57,44,44,91,51
"4820","US-NH",2016-08-01,68,"New Hampshire","NH",33,"2016","08",55,64,46,91,51
"4821","US-NH",2016-09-01,58,"New Hampshire","NH",33,"2016","09",44,57,34,79,57
"4822","US-NH",2016-10-01,56,"New Hampshire","NH",33,"2016","10",51,67,45,72,43
"4823","US-NH",2016-11-01,39,"New Hampshire","NH",33,"2016","11",31,62,18,90,39
"4824","US-NH",2016-12-01,79,"New Hampshire","NH",33,"2016","12",65,79,52,75,90
"4825","US-NH",2017-01-01,65,"New Hampshire","NH",33,"2017","01",54,77,43,82,64
"4826","US-NH",2017-02-01,86,"New Hampshire","NH",33,"2017","02",84,77,44,85,75
"4827","US-NH",2017-03-01,73,"New Hampshire","NH",33,"2017","03",61,69,37,79,51
"4828","US-NH",2017-04-01,65,"New Hampshire","NH",33,"2017","04",53,72,21,85,75
"4829","US-NH",2017-05-01,71,"New Hampshire","NH",33,"2017","05",58,65,33,96,51
"4830","US-NH",2017-06-01,84,"New Hampshire","NH",33,"2017","06",75,70,32,88,43
"4831","US-NH",2017-07-01,77,"New Hampshire","NH",33,"2017","07",70,55,22,100,50
"4832","US-NH",2017-08-01,72,"New Hampshire","NH",33,"2017","08",62,45,29,93,40
"4833","US-NH",2017-09-01,70,"New Hampshire","NH",33,"2017","09",60,60,53,81,50
"4834","US-NH",2017-10-01,65,"New Hampshire","NH",33,"2017","10",51,60,16,72,81
"4835","US-NH",2017-11-01,51,"New Hampshire","NH",33,"2017","11",32,75,15,82,100
"4836","US-NH",2017-12-01,90,"New Hampshire","NH",33,"2017","12",66,93,50,94,55
"4837","US-NJ",2005-01-01,29,"New Jersey","NJ",34,"2005","01",11,59,33,64,22
"4838","US-NJ",2005-02-01,25,"New Jersey","NJ",34,"2005","02",14,55,31,67,84
"4839","US-NJ",2005-03-01,21,"New Jersey","NJ",34,"2005","03",9,36,18,60,39
"4840","US-NJ",2005-04-01,18,"New Jersey","NJ",34,"2005","04",11,23,17,31,46
"4841","US-NJ",2005-05-01,22,"New Jersey","NJ",34,"2005","05",13,45,25,48,39
"4842","US-NJ",2005-06-01,22,"New Jersey","NJ",34,"2005","06",19,47,19,44,20
"4843","US-NJ",2005-07-01,25,"New Jersey","NJ",34,"2005","07",17,38,34,53,21
"4844","US-NJ",2005-08-01,24,"New Jersey","NJ",34,"2005","08",16,24,25,60,0
"4845","US-NJ",2005-09-01,23,"New Jersey","NJ",34,"2005","09",15,57,31,52,0
"4846","US-NJ",2005-10-01,30,"New Jersey","NJ",34,"2005","10",15,59,34,50,76
"4847","US-NJ",2005-11-01,22,"New Jersey","NJ",34,"2005","11",14,60,22,63,25
"4848","US-NJ",2005-12-01,35,"New Jersey","NJ",34,"2005","12",9,53,23,57,39
"4849","US-NJ",2006-01-01,21,"New Jersey","NJ",34,"2006","01",10,42,24,64,29
"4850","US-NJ",2006-02-01,33,"New Jersey","NJ",34,"2006","02",11,61,28,59,38
"4851","US-NJ",2006-03-01,26,"New Jersey","NJ",34,"2006","03",12,78,19,60,46
"4852","US-NJ",2006-04-01,27,"New Jersey","NJ",34,"2006","04",12,61,21,64,29
"4853","US-NJ",2006-05-01,30,"New Jersey","NJ",34,"2006","05",14,53,22,53,27
"4854","US-NJ",2006-06-01,31,"New Jersey","NJ",34,"2006","06",18,45,30,59,41
"4855","US-NJ",2006-07-01,37,"New Jersey","NJ",34,"2006","07",17,44,30,45,68
"4856","US-NJ",2006-08-01,33,"New Jersey","NJ",34,"2006","08",21,57,19,57,77
"4857","US-NJ",2006-09-01,31,"New Jersey","NJ",34,"2006","09",17,41,32,46,43
"4858","US-NJ",2006-10-01,32,"New Jersey","NJ",34,"2006","10",16,55,12,47,22
"4859","US-NJ",2006-11-01,27,"New Jersey","NJ",34,"2006","11",13,37,20,65,55
"4860","US-NJ",2006-12-01,29,"New Jersey","NJ",34,"2006","12",10,49,19,47,57
"4861","US-NJ",2007-01-01,39,"New Jersey","NJ",34,"2007","01",11,50,27,47,42
"4862","US-NJ",2007-02-01,52,"New Jersey","NJ",34,"2007","02",16,50,42,53,30
"4863","US-NJ",2007-03-01,43,"New Jersey","NJ",34,"2007","03",17,49,16,58,44
"4864","US-NJ",2007-04-01,45,"New Jersey","NJ",34,"2007","04",17,43,33,58,53
"4865","US-NJ",2007-05-01,40,"New Jersey","NJ",34,"2007","05",16,41,27,52,47
"4866","US-NJ",2007-06-01,38,"New Jersey","NJ",34,"2007","06",17,48,40,55,29
"4867","US-NJ",2007-07-01,40,"New Jersey","NJ",34,"2007","07",19,51,24,63,39
"4868","US-NJ",2007-08-01,39,"New Jersey","NJ",34,"2007","08",18,33,35,53,37
"4869","US-NJ",2007-09-01,29,"New Jersey","NJ",34,"2007","09",17,37,19,58,48
"4870","US-NJ",2007-10-01,33,"New Jersey","NJ",34,"2007","10",16,33,24,56,39
"4871","US-NJ",2007-11-01,30,"New Jersey","NJ",34,"2007","11",15,51,24,46,48
"4872","US-NJ",2007-12-01,43,"New Jersey","NJ",34,"2007","12",15,39,38,56,39
"4873","US-NJ",2008-01-01,37,"New Jersey","NJ",34,"2008","01",14,44,29,55,57
"4874","US-NJ",2008-02-01,45,"New Jersey","NJ",34,"2008","02",19,56,40,58,25
"4875","US-NJ",2008-03-01,36,"New Jersey","NJ",34,"2008","03",11,39,23,59,38
"4876","US-NJ",2008-04-01,38,"New Jersey","NJ",34,"2008","04",18,45,23,57,36
"4877","US-NJ",2008-05-01,46,"New Jersey","NJ",34,"2008","05",21,32,28,50,35
"4878","US-NJ",2008-06-01,45,"New Jersey","NJ",34,"2008","06",20,40,25,55,40
"4879","US-NJ",2008-07-01,40,"New Jersey","NJ",34,"2008","07",23,35,31,61,42
"4880","US-NJ",2008-08-01,43,"New Jersey","NJ",34,"2008","08",30,34,45,48,20
"4881","US-NJ",2008-09-01,44,"New Jersey","NJ",34,"2008","09",41,39,52,58,34
"4882","US-NJ",2008-10-01,32,"New Jersey","NJ",34,"2008","10",28,52,24,54,36
"4883","US-NJ",2008-11-01,25,"New Jersey","NJ",34,"2008","11",14,45,20,55,33
"4884","US-NJ",2008-12-01,44,"New Jersey","NJ",34,"2008","12",18,46,45,64,43
"4885","US-NJ",2009-01-01,43,"New Jersey","NJ",34,"2009","01",24,47,35,66,41
"4886","US-NJ",2009-02-01,35,"New Jersey","NJ",34,"2009","02",22,58,31,53,33
"4887","US-NJ",2009-03-01,36,"New Jersey","NJ",34,"2009","03",21,43,30,67,39
"4888","US-NJ",2009-04-01,39,"New Jersey","NJ",34,"2009","04",18,48,23,62,37
"4889","US-NJ",2009-05-01,43,"New Jersey","NJ",34,"2009","05",31,51,27,59,50
"4890","US-NJ",2009-06-01,43,"New Jersey","NJ",34,"2009","06",38,48,34,67,25
"4891","US-NJ",2009-07-01,37,"New Jersey","NJ",34,"2009","07",27,41,35,63,47
"4892","US-NJ",2009-08-01,39,"New Jersey","NJ",34,"2009","08",33,38,42,74,75
"4893","US-NJ",2009-09-01,33,"New Jersey","NJ",34,"2009","09",24,44,32,61,67
"4894","US-NJ",2009-10-01,36,"New Jersey","NJ",34,"2009","10",29,61,29,63,28
"4895","US-NJ",2009-11-01,26,"New Jersey","NJ",34,"2009","11",27,46,22,71,42
"4896","US-NJ",2009-12-01,49,"New Jersey","NJ",34,"2009","12",43,58,47,71,38
"4897","US-NJ",2010-01-01,41,"New Jersey","NJ",34,"2010","01",32,59,32,75,69
"4898","US-NJ",2010-02-01,69,"New Jersey","NJ",34,"2010","02",59,56,75,64,40
"4899","US-NJ",2010-03-01,37,"New Jersey","NJ",34,"2010","03",35,50,36,61,72
"4900","US-NJ",2010-04-01,38,"New Jersey","NJ",34,"2010","04",36,47,26,67,47
"4901","US-NJ",2010-05-01,45,"New Jersey","NJ",34,"2010","05",41,53,39,72,73
"4902","US-NJ",2010-06-01,45,"New Jersey","NJ",34,"2010","06",41,46,55,61,28
"4903","US-NJ",2010-07-01,42,"New Jersey","NJ",34,"2010","07",33,47,36,75,45
"4904","US-NJ",2010-08-01,40,"New Jersey","NJ",34,"2010","08",34,43,36,74,41
"4905","US-NJ",2010-09-01,47,"New Jersey","NJ",34,"2010","09",45,47,49,65,46
"4906","US-NJ",2010-10-01,39,"New Jersey","NJ",34,"2010","10",40,50,33,72,40
"4907","US-NJ",2010-11-01,37,"New Jersey","NJ",34,"2010","11",30,64,26,65,66
"4908","US-NJ",2010-12-01,58,"New Jersey","NJ",34,"2010","12",53,74,43,66,55
"4909","US-NJ",2011-01-01,88,"New Jersey","NJ",34,"2011","01",100,57,100,61,49
"4910","US-NJ",2011-02-01,51,"New Jersey","NJ",34,"2011","02",45,60,39,60,65
"4911","US-NJ",2011-03-01,42,"New Jersey","NJ",34,"2011","03",38,53,35,58,53
"4912","US-NJ",2011-04-01,54,"New Jersey","NJ",34,"2011","04",32,51,28,62,63
"4913","US-NJ",2011-05-01,46,"New Jersey","NJ",34,"2011","05",28,48,26,63,47
"4914","US-NJ",2011-06-01,48,"New Jersey","NJ",34,"2011","06",37,41,35,67,51
"4915","US-NJ",2011-07-01,44,"New Jersey","NJ",34,"2011","07",32,51,29,70,77
"4916","US-NJ",2011-08-01,70,"New Jersey","NJ",34,"2011","08",60,36,99,60,50
"4917","US-NJ",2011-09-01,48,"New Jersey","NJ",34,"2011","09",36,51,45,76,63
"4918","US-NJ",2011-10-01,45,"New Jersey","NJ",34,"2011","10",31,55,25,63,71
"4919","US-NJ",2011-11-01,31,"New Jersey","NJ",34,"2011","11",19,58,18,65,68
"4920","US-NJ",2011-12-01,30,"New Jersey","NJ",34,"2011","12",20,55,18,68,64
"4921","US-NJ",2012-01-01,38,"New Jersey","NJ",34,"2012","01",30,65,24,64,59
"4922","US-NJ",2012-02-01,36,"New Jersey","NJ",34,"2012","02",25,55,25,62,81
"4923","US-NJ",2012-03-01,40,"New Jersey","NJ",34,"2012","03",34,57,16,65,60
"4924","US-NJ",2012-04-01,41,"New Jersey","NJ",34,"2012","04",29,58,23,65,89
"4925","US-NJ",2012-05-01,48,"New Jersey","NJ",34,"2012","05",35,50,27,65,69
"4926","US-NJ",2012-06-01,45,"New Jersey","NJ",34,"2012","06",39,56,34,71,62
"4927","US-NJ",2012-07-01,50,"New Jersey","NJ",34,"2012","07",39,49,30,68,73
"4928","US-NJ",2012-08-01,47,"New Jersey","NJ",34,"2012","08",37,40,45,80,69
"4929","US-NJ",2012-09-01,41,"New Jersey","NJ",34,"2012","09",28,45,33,75,60
"4930","US-NJ",2012-10-01,61,"New Jersey","NJ",34,"2012","10",47,63,83,68,64
"4931","US-NJ",2012-11-01,34,"New Jersey","NJ",34,"2012","11",29,61,39,66,58
"4932","US-NJ",2012-12-01,40,"New Jersey","NJ",34,"2012","12",32,55,24,76,72
"4933","US-NJ",2013-01-01,40,"New Jersey","NJ",34,"2013","01",28,71,27,69,71
"4934","US-NJ",2013-02-01,54,"New Jersey","NJ",34,"2013","02",44,58,54,68,62
"4935","US-NJ",2013-03-01,49,"New Jersey","NJ",34,"2013","03",37,58,38,64,71
"4936","US-NJ",2013-04-01,42,"New Jersey","NJ",34,"2013","04",33,62,18,73,65
"4937","US-NJ",2013-05-01,51,"New Jersey","NJ",34,"2013","05",41,55,30,67,62
"4938","US-NJ",2013-06-01,60,"New Jersey","NJ",34,"2013","06",45,61,48,69,63
